Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-03-01,29-224,MEM,@,HOU,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,105.0,6.5625,0.0,98.0,6.125
64,62,,2023-03-03,29-226,MEM,@,DEN,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,49.0,3.0625,0.0,58.80000000000001,3.6750000000000007
65,63,,2023-03-05,29-228,MEM,@,LAC,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,100.0,6.25,0.0,93.1,5.81875
66,64,,2023-03-07,29-230,MEM,@,LAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,46.0,2.875,0.0,57.19999999999999,3.5749999999999993
67,65,,2023-03-09,29-232,MEM,,GSW,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,93.0,5.8125,0.0,102.6,6.4125
68,66,,2023-03-11,29-234,MEM,,DAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,90.0,5.625,0.0,80.0,5.0
69,67,,2023-03-13,29-236,MEM,@,DAL,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,98.0,6.125,0.0,76.69999999999999,4.793749999999999
70,68,,2023-03-15,29-238,MEM,@,MIA,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,85.0,5.3125,0.0,75.5,4.71875
71,69,,2023-03-17,29-240,MEM,@,SAS,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,100.0,6.25,0.0,87.89999999999999,5.4937499999999995
72,70,,2023-03-18,29-241,MEM,,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,109.0,6.8125,0.0,102.5,6.40625
73,71,,2023-03-20,29-243,MEM,,DAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,57.0,3.5625,0.0,73.9,4.61875
74,72,,2023-03-22,29-245,MEM,,HOU,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,86.0,5.375,0.0,90.7,5.66875
75,73,,2023-03-24,29-247,MEM,,HOU,W (+37),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,113.0,7.0625,0.0,111.1,6.94375
76,74,,2023-03-26,29-249,MEM,@,ATL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,92.0,5.75,0.0,86.19999999999999,5.387499999999999
77,75,,2023-03-28,29-251,MEM,,ORL,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,76.0,4.75,0.0,69.70000000000002,4.356250000000001
78,76,,2023-03-29,29-252,MEM,,LAC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,75.0,4.6875,0.0,90.4,5.65
79,77,,2023-03-31,29-254,MEM,,LAC,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,86.0,5.375,0.0,74.29999999999998,4.643749999999999
80,78,,2023-04-02,29-256,MEM,@,CHI,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,88.0,5.5,0.0,69.1,4.31875
81,79,,2023-04-04,29-258,MEM,,POR,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,91.0,5.6875,0.0,80.30000000000001,5.018750000000001
82,80,,2023-04-05,29-259,MEM,@,NOP,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,107.0,6.6875,0.0,103.2,6.45
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,29-261,MEM,@,MIL,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,123.0,7.6875,0.0,105.8,6.6125
85,82,,2023-04-09,29-263,MEM,@,OKC,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,35,24,38,37,1,23,27,38,20,5,39,42,8,23,18,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,80.0,15.0,61.0,37.0,0.6607142857142857,0.0,0.5,0.4137931034482758,0.5205479452054794,0.6065573770491803,1.0,0.6571428571428571,0.4285714285714285,0.5277777777777778,0.5555555555555556,0.2083333333333333,0.5064935064935064,0.525,0.5333333333333333,0.3770491803278688,0.4864864864864865,59.0,73.0,0.0,0.0,16,,50.0,3.125,0.0,64.39999999999999,4.0249999999999995
