Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Shared Games with Frank Kaminsky,Shared Games with Saddiq Bey,Alperen Şengün,Boban Marjanović,Daishen Nix,Darius Days,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,John Wall,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with John Wall,co_inf with Willie Cauley-Stein,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,,2023-01-25,29-296,ATL,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,50.0,1.4285714285714286,0.0,58.99999999999999,1.6857142857142855,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-4),L (-4)
50.0,,2023-01-28,29-299,ATL,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,52.0,1.4857142857142858,0.0,57.8,1.6514285714285712,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-11),L (-11)
51.0,,2023-01-30,29-301,ATL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,57.0,1.6285714285714286,0.0,59.2,1.6914285714285715,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+5),W (+5)
52.0,25.0,2023-02-01,29-303,ATL,PHO,0,5.683333333333334,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.9,-9,2.0,1.0,0.5,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,41.0,1.1714285714285717,0.8999999999999997,54.39999999999999,1.554285714285714,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-7),L (-7)
53.0,,2023-02-03,29-305,ATL,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,53.0,1.5142857142857142,0.0,76.09999999999998,2.174285714285714,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-4),L (-4)
54.0,26.0,2023-02-04,29-306,ATL,DEN,0,2.6166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,55.0,1.5714285714285714,0.0,71.1,2.031428571428571,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+32),W (+32)
55.0,,2023-02-07,29-309,ATL,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,64.0,1.8285714285714283,0.0,84.4,2.4114285714285715,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+7),W (+7)
56.0,,2023-02-09,29-311,ATL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,56.0,1.6,0.0,64.2,1.8342857142857143,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-20),L (-20)
57.0,,2023-02-10,29-312,HOU,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,40.0,1.1428571428571428,0.0,63.99999999999999,1.8285714285714283,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-9),L (-9)
58.0,27.0,2023-02-13,29-315,HOU,PHI,0,6.083333333333333,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,-1,1.0,0.0,0.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,25.0,0.7142857142857143,0.3,38.3,1.0942857142857143,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+9),W (+9)
59.0,28.0,2023-02-15,29-317,HOU,OKC,0,13.433333333333334,1.0,4.0,.250,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,4.0,6.7,-3,2.0,1.0,0.5,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,7.0,69.0,1.9714285714285715,5.899999999999999,81.0,2.3142857142857145,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-2),L (-2)
60.0,29.0,2023-02-24,29-326,HOU,GSW,0,4.133333333333334,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.3,-10,1.0,0.0,0.0,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,0.0,57.0,1.6285714285714286,1.4999999999999998,76.89999999999999,2.197142857142857,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-19),L (-19)
61.0,,2023-02-26,29-328,HOU,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,74.0,2.1142857142857143,0.0,87.59999999999998,2.5028571428571422,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-37),L (-37)
62.0,30.0,2023-02-28,29-330,HOU,DEN,0,5.116666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,+2,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,2.0,48.0,1.3714285714285714,0.5999999999999999,62.79999999999999,1.794285714285714,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-15),L (-15)
63.0,31.0,2023-03-01,29-331,HOU,MEM,0,3.616666666666666,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,+5,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,1.0,85.0,2.4285714285714284,-0.0999999999999999,98.0,2.8,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,,
64.0,,2023-03-04,29-334,HOU,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,102.0,2.914285714285714,0.0,119.7,3.42,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-17),L (-17)
65.0,,2023-03-05,29-335,HOU,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,37.0,1.0571428571428572,0.0,49.49999999999999,1.414285714285714,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-21),L (-21)
66.0,32.0,2023-03-07,29-337,HOU,BRK,0,3.2,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,0,0.0,0.0,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,2.0,63.0,1.8,2.3,83.80000000000001,2.3942857142857146,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,L (-14),L (-14)
67.0,,2023-03-09,29-339,HOU,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,31,19,19,26,29,2,29,5,26,16,24,22,11,10,16,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.3968253968253968,0.4305555555555556,0.3518518518518518,0.2923076923076923,0.3880597014925373,0.3918918918918919,,1.0,0.4142857142857143,0.5,0.3661971830985915,0.3478260869565217,0.3,0.3013698630136986,0.4782608695652174,0.625,0.5517241379310345,9,5,12,7,2,16,16,9,6,7,9,9,5,9,2,4,9,36,19,75.0,31.0,57.0,4.0,79.0,31.0,76.0,34.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.12,0.1612903225806451,0.1228070175438596,0.5,0.1139240506329113,0.1935483870967742,0.0921052631578947,0.140625,0.1097560975609756,0.0847457627118644,0.1097560975609756,0.4,0.1290322580645161,0.12,0.0,,35,,67.0,1.9142857142857144,0.0,81.5,2.3285714285714287,15.3,0.7,2.8,1.2,1.7,0.0019821605550049,0.635,0.524,0.254,0.3,0.5,W (+12),W (+12)
