Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Gary Payton II,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,20,2023-02-28,20-102,GSW,,POR,W (+18),0,6:46,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.1,0,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,-2.0,87.0,5.4375,-2.1,97.8,6.1125
65,63,21,2023-03-02,20-104,GSW,,LAC,W (+24),0,8:40,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,2.8,-2,3.0,2.0,0.6666666666666666,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,4.0,91.0,5.6875,2.8000000000000007,87.60000000000001,5.4750000000000005
66,64,,2023-03-03,20-105,GSW,,NOP,W (+9),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,82.0,5.125,0.0,80.50000000000001,5.031250000000001
67,65,,2023-03-05,20-107,GSW,@,LAL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,67.0,4.1875,0.0,68.60000000000001,4.2875000000000005
68,66,22,2023-03-07,20-109,GSW,@,OKC,L (-9),0,4:10,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-2,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,-3.0,93.0,5.8125,-2.1,99.20000000000002,6.200000000000001
69,67,23,2023-03-09,20-111,GSW,@,MEM,L (-21),0,14:19,2.0,8.0,.250,1.0,6.0,.167,0,0.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,-0.3,-2,2.0,1.0,0.5,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,64.0,4.0,-0.2999999999999998,75.3,4.70625
70,68,,2023-03-11,20-113,GSW,,MIL,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,107.0,6.6875,0.0,104.20000000000002,6.512500000000001
71,69,24,2023-03-13,20-115,GSW,,PHO,W (+11),0,2:23,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-6,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,83.0,5.1875,0.3,98.3,6.14375
72,70,25,2023-03-15,20-117,GSW,@,LAC,L (-8),0,1:28,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,+5,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,76.0,4.75,0.2999999999999999,90.6,5.6625
73,71,,2023-03-17,20-119,GSW,@,ATL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,81.0,5.0625,0.0,90.7,5.66875
74,72,26,2023-03-18,20-120,GSW,@,MEM,L (-14),0,4:17,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4,+6,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,62.0,3.875,-1.4,83.4,5.2125
75,73,,2023-03-20,20-122,GSW,@,HOU,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,93.0,5.8125,0.0,104.5,6.53125
76,74,,2023-03-22,20-124,GSW,@,DAL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,95.0,5.9375,0.0,107.0,6.6875
77,75,,2023-03-24,20-126,GSW,,PHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,76.0,4.75,0.0,86.80000000000001,5.425000000000001
78,76,,2023-03-26,20-128,GSW,,MIN,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,54.0,3.375,0.0,63.19999999999999,3.9499999999999993
79,77,27,2023-03-28,20-130,GSW,,NOP,W (+11),0,1:01,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,0.0,93.0,5.8125,0.0,98.7,6.16875
80,78,28,2023-03-31,20-133,GSW,,SAS,W (+15),0,1:28,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-1,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,105.0,6.5625,0.7,107.3,6.70625
81,79,,2023-04-02,20-135,GSW,@,DEN,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,79.0,4.9375,0.0,78.6,4.9125
82,80,29,2023-04-04,20-137,GSW,,OKC,W (+11),0,1:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,1.0,100.0,6.25,0.3,107.5,6.71875
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,30,2023-04-07,20-140,GSW,@,SAC,W (+22),0,2:08,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0,0.0,0.0,,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,-1.0,99.0,6.1875,-0.7,95.0,5.9375
85,82,31,2023-04-09,20-142,GSW,@,POR,W (+56),0,9:42,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,6.6,+6,2.0,1.0,0.5,4,4,27,27,25,7,20,25,31,31,23,29,9,14,21,8.0,37.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,12.0,56.0,45.0,0.5,0.1081081081081081,0.4354838709677419,0.375,0.3424657534246575,0.1555555555555555,0.3508771929824561,0.373134328358209,0.3780487804878049,0.3780487804878049,0.3333333333333333,0.0,0.4603174603174603,0.75,0.25,0.4666666666666667,5,22.0,70.0,0.2272727272727272,0.0,16,6.0,156.0,9.75,6.6000000000000005,140.70000000000002,8.793750000000001
