Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,22-250,TOR,@,DET,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,50.0,2.7777777777777777,0.0,66.7,3.7055555555555557
64,62,46,2023-02-26,22-251,TOR,@,CLE,L (-25),0,4:42,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,+1,1.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,0.0,33.0,1.8333333333333333,-0.4,53.89999999999999,2.994444444444444
65,63,,2023-02-28,22-253,TOR,,CHI,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,88.0,4.888888888888889,0.0,96.1,5.338888888888889
66,64,,2023-03-02,22-255,TOR,@,WAS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,50.0,2.7777777777777777,0.0,63.1,3.5055555555555555
67,65,,2023-03-04,22-257,TOR,@,WAS,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,85.0,4.722222222222222,0.0,100.9,5.605555555555556
68,66,,2023-03-06,22-259,TOR,@,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,73.0,4.055555555555555,0.0,74.69999999999999,4.1499999999999995
69,67,,2023-03-08,22-261,TOR,@,LAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,59.0,3.2777777777777777,0.0,77.1,4.283333333333333
70,68,,2023-03-10,22-263,TOR,@,LAL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,76.0,4.222222222222222,0.0,85.20000000000002,4.733333333333334
71,69,47,2023-03-14,22-267,TOR,,DEN,W (+15),0,1:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,0.0,79.0,4.388888888888889,0.0,98.0,5.444444444444445
72,70,48,2023-03-16,22-269,TOR,,OKC,W (+17),0,12:15,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.3,+6,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,5.0,99.0,5.5,2.3,107.8,5.988888888888889
73,71,49,2023-03-18,22-271,TOR,,MIN,W (+15),0,8:48,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-1.2,-6,2.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,-1.0,74.0,4.111111111111111,-1.2,89.00000000000001,4.9444444444444455
74,72,,2023-03-19,22-272,TOR,@,MIL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,87.0,4.833333333333333,0.0,95.4,5.300000000000001
75,73,50,2023-03-22,22-275,TOR,,IND,L (-4),0,10:16,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,+7,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,5.0,53.0,2.9444444444444446,1.4999999999999998,65.80000000000001,3.6555555555555563
76,74,51,2023-03-24,22-277,TOR,,DET,W (+21),0,19:48,2.0,5.0,.400,0.0,0.0,,1,2.0,.500,3.0,0.0,3.0,2.0,2.0,4.0,0.0,5.0,5.0,8.2,-3,5.0,2.0,0.4,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,9.0,65.0,3.611111111111111,7.799999999999997,83.7,4.65
77,75,52,2023-03-26,22-279,TOR,,WAS,W (+10),0,15:19,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.6,+7,2.0,0.0,0.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,3.0,75.0,4.166666666666667,2.6000000000000005,78.7,4.372222222222223
78,76,,2023-03-28,22-281,TOR,,MIA,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,100.0,5.555555555555555,0.0,106.0,5.888888888888889
79,77,53,2023-03-31,22-284,TOR,@,PHI,L (-7),0,7:27,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,,3.0,2.0,0.6666666666666666,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,2.0,70.0,3.888888888888889,3.0000000000000004,83.70000000000002,4.650000000000001
80,78,54,2023-04-02,22-286,TOR,@,CHO,W (+20),0,15:46,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,+2,5.0,3.0,0.6,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,4.0,96.0,5.333333333333333,5.000000000000001,106.7,5.927777777777778
81,79,55,2023-04-04,22-288,TOR,@,CHO,W (+20),0,11:19,0.0,0.0,,0.0,0.0,,0,2.0,.000,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2,+8,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,1.0,73.0,4.055555555555555,0.1999999999999997,84.79999999999998,4.71111111111111
82,80,56,2023-04-05,22-289,TOR,@,BOS,L (-4),0,5:36,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7,-10,0.0,0.0,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,0.0,58.0,3.2222222222222223,-0.7,63.7,3.538888888888889
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,57,2023-04-07,22-291,TOR,@,BOS,L (-19),0,6:23,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.8,+6,1.0,1.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,4.0,50.0,2.7777777777777777,3.8,68.49999999999999,3.805555555555555
85,82,58,2023-04-09,22-293,TOR,,MIL,W (+16),0,24:42,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,0.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,7.0,9.5,+10,3.0,3.0,1.0,54,29,48,46,20,8,32,3,19,44,48,8,47,33,9,53,38,76.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.7105263157894737,0.935483870967742,0.6956521739130435,0.696969696969697,0.8,0.8888888888888888,0.7619047619047619,0.6,0.95,0.8301886792452831,0.7164179104477612,1.0,0.6619718309859155,0.6,1.0,0.6883116883116883,0.7037037037037037,13,72.0,69.0,0.1805555555555555,0.0,18,10.0,79.0,4.388888888888889,9.099999999999998,75.6,4.199999999999999
