Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
50.0,40.0,2023-01-24,29-244,LAC,LAL,0.0,25.383333333333333,8.0,12.0,0.667,4.0,5.0,0.8,2.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,22.0,18.0,13.0,7.0,4.0,0.5714285714285714,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,14.0,114.0,6.0,17.2,130.3,6.8578947368421055,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+5),W (+5)
51.0,41.0,2023-01-26,29-246,LAC,SAS,0.0,21.23333333333333,4.0,11.0,0.364,3.0,7.0,0.429,4.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,8.1,17.0,4.0,1.0,0.25,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,1.0,110.0,5.789473684210527,6.500000000000004,131.39999999999998,6.915789473684209,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+14),W (+14)
52.0,42.0,2023-01-28,29-248,LAC,ATL,0.0,24.433333333333334,4.0,11.0,0.364,2.0,6.0,0.333,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,4.0,1.0,10.0,2.1,-8.0,5.0,2.0,0.4,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,0.0,113.0,5.947368421052632,2.1,123.99999999999996,6.526315789473682,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+18),W (+18)
53.0,43.0,2023-01-29,29-249,LAC,CLE,1.0,16.316666666666666,4.0,10.0,0.4,0.0,2.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,11.0,5.0,-16.0,8.0,4.0,0.5,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,-1.0,37.0,1.947368421052632,3.8,57.70000000000001,3.0368421052631582,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+38),W (+38)
54.0,44.0,2023-01-31,29-251,LAC,CHI,0.0,33.0,7.0,11.0,0.636,3.0,7.0,0.429,10.0,10.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,27.0,26.9,10.0,4.0,4.0,1.0,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,16.0,76.0,4.0,22.9,100.8,5.3052631578947365,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+7),W (+7)
55.0,45.0,2023-02-02,29-253,LAC,MIL,0.0,31.066666666666663,9.0,16.0,0.563,4.0,8.0,0.5,4.0,5.0,0.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,26.0,17.8,-27.0,8.0,5.0,0.625,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,7.0,75.0,3.947368421052632,16.200000000000003,84.0,4.421052631578948,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-23),L (-23)
56.0,46.0,2023-02-04,29-255,LAC,NYK,0.0,35.016666666666666,8.0,17.0,0.471,2.0,6.0,0.333,6.0,9.0,0.667,1.0,6.0,7.0,3.0,1.0,0.0,2.0,3.0,24.0,16.5,-5.0,11.0,6.0,0.5454545454545454,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,7.0,74.0,3.8947368421052633,14.099999999999998,87.30000000000001,4.594736842105264,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+5),W (+5)
57.0,47.0,2023-02-06,29-257,LAC,BRK,0.0,30.433333333333334,5.0,10.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,14.0,11.7,13.0,6.0,4.0,0.6666666666666666,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,7.0,68.0,3.5789473684210527,10.500000000000002,81.1,4.268421052631578,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-1),L (-1)
58.0,48.0,2023-02-08,29-259,LAC,DAL,0.0,27.633333333333333,8.0,17.0,0.471,2.0,6.0,0.333,6.0,6.0,1.0,2.0,5.0,7.0,1.0,3.0,0.0,3.0,3.0,24.0,17.7,-6.0,11.0,6.0,0.5454545454545454,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,9.0,72.0,3.789473684210526,15.3,83.30000000000001,4.3842105263157904,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+6),W (+6)
59.0,49.0,2023-02-10,29-261,LAC,MIL,0.0,24.23333333333333,3.0,9.0,0.333,1.0,6.0,0.167,9.0,10.0,0.9,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,16.0,15.5,4.0,3.0,2.0,0.6666666666666666,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,5.0,78.0,4.105263157894737,11.9,84.1,4.426315789473684,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+8),W (+8)
60.0,50.0,2023-02-14,29-265,LAC,GSW,0.0,25.15,10.0,17.0,0.588,3.0,5.0,0.6,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,24.0,17.3,5.0,12.0,7.0,0.5833333333333334,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,10.0,105.0,5.526315789473684,16.900000000000002,97.9,5.152631578947369,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-6),L (-6)
61.0,,2023-02-16,29-267,LAC,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,84.0,4.421052631578948,0.0,90.8,4.778947368421052,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-13),L (-13)
62.0,51.0,2023-02-24,29-275,LAC,SAC,0.0,37.9,6.0,14.0,0.429,5.0,8.0,0.625,7.0,8.0,0.875,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,24.0,13.1,5.0,6.0,1.0,0.1666666666666666,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,1.0,89.0,4.684210526315789,10.300000000000004,113.29999999999998,5.963157894736841,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+10),W (+10)
63.0,52.0,2023-02-26,29-277,LAC,DEN,0.0,17.233333333333334,4.0,9.0,0.444,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,9.0,3.8,3.0,6.0,3.0,0.5,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,0.0,69.0,3.631578947368421,3.799999999999999,83.89999999999999,4.41578947368421,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,,
64.0,53.0,2023-02-28,29-279,LAC,MIN,0.0,24.7,4.0,14.0,0.286,2.0,6.0,0.333,3.0,4.0,0.75,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,13.0,5.4,-5.0,8.0,2.0,0.25,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,-2.0,82.0,4.315789473684211,4.200000000000001,94.3,4.963157894736842,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+9),W (+9)
65.0,54.0,2023-03-02,29-281,LAC,GSW,0.0,20.566666666666663,1.0,9.0,0.111,0.0,7.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,-4.0,-10.0,2.0,1.0,0.5,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,-5.0,65.0,3.421052631578948,-4.0,60.5,3.1842105263157894,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-1),L (-1)
66.0,,2023-03-03,29-282,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,55.0,2.894736842105264,0.0,67.6,3.5578947368421048,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-10),L (-10)
67.0,,2023-03-05,29-284,LAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,61.0,3.210526315789474,0.0,83.39999999999999,4.389473684210526,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-7),L (-7)
68.0,,2023-03-08,29-287,LAC,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,86.0,4.526315789473684,0.0,90.4,4.757894736842106,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-24),L (-24)
69.0,,2023-03-11,29-290,LAC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,82.0,4.315789473684211,0.0,97.40000000000002,5.1263157894736855,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-1),L (-1)
70.0,,2023-03-15,29-294,LAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,80.0,4.2105263157894735,0.0,91.70000000000002,4.826315789473685,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+6),W (+6)
71.0,,2023-03-18,29-297,LAC,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,62.0,3.263157894736842,0.0,74.99999999999999,3.947368421052631,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+8),W (+8)
72.0,,2023-03-19,29-298,LAC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,91.0,4.789473684210527,0.0,112.9,5.942105263157895,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+11),W (+11)
73.0,,2023-03-21,29-300,LAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,64.0,3.3684210526315788,0.0,90.8,4.778947368421052,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+8),W (+8)
74.0,,2023-03-23,29-302,LAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,107.0,5.631578947368421,0.0,122.5,6.447368421052632,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,L (-5),L (-5)
75.0,,2023-03-25,29-304,LAC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,14,57,11,26,36,29,46,24,15,56,41,45,36,60,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,56.0,68.0,48.0,81.0,4.0,0.74,0.6363636363636364,0.75,0.7857142857142857,0.7647058823529411,0.6923076923076923,0.4915254237288136,0.7076923076923077,0.6666666666666666,0.6818181818181818,0.717948717948718,0.7321428571428571,0.6617647058823529,0.75,0.7407407407407407,0.0,11,8,11,9,56.0,69.0,46.0,79.0,73.0,0.1392405063291139,0.1428571428571428,0.1594202898550724,0.0,0.1232876712328767,19,,93.0,4.894736842105263,0.0,112.6,5.926315789473684,17.1,3.5,0.3,0.9,-0.7,0.1094051964784195,0.612,0.404,0.39,0.9,2.1,W (+15),W (+15)
