Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
52.0,,2023-01-28,23-171,LAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,113.0,6.277777777777778,0.0,108.39999999999998,6.022222222222221,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+18),W (+18)
53.0,12.0,2023-01-29,23-172,LAC,CLE,0,36.6,6.0,12.0,.500,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,8.0,1.0,0.0,4.0,2.0,12.0,9.1,-10,9.0,6.0,0.6666666666666666,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,8.0,28.0,1.5555555555555556,9.099999999999998,52.50000000000001,2.916666666666667,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+38),W (+38)
54.0,,2023-01-31,23-174,LAC,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,92.0,5.111111111111111,0.0,112.4,6.2444444444444445,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+7),W (+7)
55.0,,2023-02-02,23-176,LAC,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,82.0,4.555555555555555,0.0,81.8,4.544444444444444,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-23),L (-23)
56.0,,2023-02-04,23-178,LAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,81.0,4.5,0.0,101.4,5.633333333333334,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+5),W (+5)
57.0,,2023-02-06,23-180,LAC,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,75.0,4.166666666666667,0.0,91.6,5.088888888888889,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-1),L (-1)
58.0,,2023-02-08,23-182,LAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,81.0,4.5,0.0,98.6,5.477777777777778,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+6),W (+6)
59.0,13.0,2023-02-10,23-184,LAC,MIL,0,4.5,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7,+5,1.0,1.0,1.0,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,0.0,83.0,4.611111111111111,0.7,95.29999999999998,5.294444444444443,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+8),W (+8)
60.0,,2023-02-14,23-188,LAC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,115.0,6.388888888888889,0.0,101.6,5.644444444444444,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-6),L (-6)
61.0,,2023-02-16,23-190,LAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,84.0,4.666666666666667,0.0,73.9,4.105555555555556,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-13),L (-13)
62.0,,2023-02-24,23-198,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,90.0,5.0,0.0,110.0,6.111111111111111,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+10),W (+10)
63.0,,2023-02-26,23-200,LAC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,69.0,3.8333333333333335,0.0,88.69999999999999,4.927777777777777,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,,
64.0,,2023-02-28,23-202,LAC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,80.0,4.444444444444445,0.0,75.30000000000001,4.183333333333334,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+9),W (+9)
65.0,,2023-03-02,23-204,LAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,60.0,3.333333333333333,0.0,51.1,2.838888888888889,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-1),L (-1)
66.0,,2023-03-03,23-205,LAC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,55.0,3.055555555555556,0.0,59.79999999999999,3.322222222222221,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-10),L (-10)
67.0,,2023-03-05,23-207,LAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,61.0,3.388888888888889,0.0,81.19999999999999,4.51111111111111,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-7),L (-7)
68.0,,2023-03-08,23-210,LAC,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,86.0,4.777777777777778,0.0,74.2,4.122222222222223,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-24),L (-24)
69.0,,2023-03-11,23-213,LAC,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,82.0,4.555555555555555,0.0,91.20000000000002,5.066666666666667,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-1),L (-1)
70.0,,2023-03-15,23-217,LAC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,80.0,4.444444444444445,0.0,82.90000000000002,4.605555555555557,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+6),W (+6)
71.0,,2023-03-18,23-220,LAC,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,62.0,3.4444444444444446,0.0,62.49999999999999,3.472222222222222,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+8),W (+8)
72.0,,2023-03-19,23-221,LAC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,91.0,5.055555555555555,0.0,96.2,5.344444444444445,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+11),W (+11)
73.0,,2023-03-21,23-223,LAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,64.0,3.555555555555556,0.0,86.0,4.777777777777778,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+8),W (+8)
74.0,,2023-03-23,23-225,LAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,107.0,5.944444444444445,0.0,108.1,6.005555555555556,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-5),L (-5)
75.0,,2023-03-25,23-227,LAC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,93.0,5.166666666666667,0.0,80.0,4.444444444444445,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+15),W (+15)
76.0,,2023-03-27,23-229,LAC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,73.0,4.055555555555555,0.0,67.0,3.7222222222222223,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,L (-1),L (-1)
77.0,,2023-03-29,23-231,LAC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,12,13,5,6,5,10,10,9,11,11,5,10,13,14,50.0,22.0,76.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.28,0.5454545454545454,0.1710526315789473,0.1470588235294117,0.1153846153846153,0.0847457627118644,0.1538461538461538,0.2777777777777778,0.4090909090909091,0.141025641025641,0.1833333333333333,0.0892857142857142,0.1470588235294117,0.2708333333333333,0.1728395061728395,0.0,1,1,1,56.0,69.0,46.0,79.0,73.0,0.0126582278481012,0.0178571428571428,0.0144927536231884,0.0,0.0,18,,62.0,3.4444444444444446,0.0,56.7,3.1500000000000004,10.3,0.1,-2.6,-2.1,-0.5,0.0044019755207214,0.489,0.439,0.049,0.0,0.0,W (+22),W (+22)
