Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,42.0,2023-01-27,26-309,IND,MIL,1,36.48333333333333,10.0,20.0,.500,2.0,7.0,.286,2,4.0,.500,1.0,4.0,5.0,0.0,0.0,4.0,0.0,4.0,24.0,16.3,0,13.0,8.0,0.6153846153846154,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,71.0,3.9444444444444446,15.499999999999996,80.19999999999999,4.455555555555555,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+6),W (+6)
52.0,43.0,2023-01-29,26-311,IND,MEM,1,26.566666666666663,5.0,9.0,.556,2.0,4.0,.500,3,4.0,.750,0.0,4.0,4.0,1.0,0.0,1.0,2.0,5.0,15.0,8.9,-18,5.0,3.0,0.6,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,6.0,51.0,2.833333333333333,7.699999999999997,55.89999999999999,3.105555555555555,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-6),L (-6)
53.0,44.0,2023-02-02,26-315,IND,LAL,1,31.466666666666665,8.0,11.0,.727,2.0,4.0,.500,2,2.0,1.000,2.0,11.0,13.0,3.0,1.0,2.0,1.0,5.0,20.0,21.7,+18,7.0,6.0,0.8571428571428571,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,25.0,65.0,3.611111111111111,20.9,65.6,3.644444444444444,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-10),L (-10)
54.0,45.0,2023-02-03,26-316,IND,SAC,1,32.7,5.0,13.0,.385,1.0,4.0,.250,3,4.0,.750,2.0,11.0,13.0,1.0,2.0,4.0,4.0,4.0,14.0,11.1,-9,9.0,4.0,0.4444444444444444,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,13.0,77.0,4.277777777777778,9.900000000000002,75.8,4.211111111111111,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-12),L (-12)
55.0,46.0,2023-02-05,26-318,IND,CLE,1,24.466666666666665,9.0,18.0,.500,2.0,6.0,.333,7,7.0,1.000,4.0,6.0,10.0,0.0,1.0,3.0,2.0,4.0,27.0,22.1,-12,12.0,7.0,0.5833333333333334,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,14.0,52.0,2.888888888888889,19.3,47.69999999999998,2.649999999999999,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-1),L (-1)
56.0,47.0,2023-02-08,26-321,IND,MIA,1,29.916666666666668,4.0,9.0,.444,3.0,5.0,.600,10,11.0,.909,2.0,8.0,10.0,0.0,0.0,2.0,0.0,6.0,21.0,18.7,-2,4.0,1.0,0.25,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,13.0,47.0,2.611111111111111,14.699999999999994,59.29999999999999,3.294444444444444,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+3),W (+3)
57.0,48.0,2023-02-10,26-323,IND,PHO,1,21.1,2.0,9.0,.222,1.0,5.0,.200,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,1.0,2.0,2.0,7.0,2.0,-24,4.0,1.0,0.25,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,1.0,62.0,3.4444444444444446,1.1999999999999984,75.3,4.183333333333334,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-19),L (-19)
58.0,49.0,2023-02-11,26-324,IND,WAS,1,26.15,7.0,10.0,.700,0.0,2.0,.000,6,8.0,.750,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,20.0,17.9,-7,8.0,7.0,0.875,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,8.0,55.0,3.055555555555556,15.5,69.99999999999999,3.888888888888888,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-5),L (-5)
59.0,,2023-02-13,26-326,IND,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,70.0,3.888888888888889,0.0,89.29999999999998,4.96111111111111,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-13),L (-13)
60.0,50.0,2023-02-15,26-328,IND,CHI,1,36.15,6.0,15.0,.400,1.0,6.0,.167,4,4.0,1.000,1.0,8.0,9.0,1.0,0.0,3.0,3.0,3.0,17.0,10.6,+15,9.0,5.0,0.5555555555555556,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,8.0,86.0,4.777777777777778,8.999999999999996,97.4,5.411111111111111,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-14),L (-14)
61.0,51.0,2023-02-23,26-336,IND,BOS,1,36.9,13.0,15.0,.867,8.0,10.0,.800,6,7.0,.857,3.0,7.0,10.0,2.0,0.0,1.0,5.0,5.0,40.0,33.6,+9,5.0,5.0,1.0,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,26.0,79.0,4.388888888888889,31.20000000000001,90.0,5.0,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-6),L (-6)
62.0,52.0,2023-02-25,26-338,IND,ORL,1,28.28333333333333,11.0,19.0,.579,2.0,4.0,.500,0,0.0,,1.0,7.0,8.0,1.0,1.0,1.0,0.0,4.0,24.0,18.7,+1,15.0,9.0,0.6,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,16.0,81.0,4.5,18.70000000000001,82.8,4.6,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+4),W (+4)
63.0,53.0,2023-02-28,26-341,IND,DAL,1,32.416666666666664,10.0,13.0,.769,1.0,2.0,.500,3,4.0,.750,0.0,7.0,7.0,1.0,1.0,4.0,1.0,5.0,24.0,22.1,-8,11.0,9.0,0.8181818181818182,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,19.0,56.0,3.111111111111111,20.9,67.30000000000001,3.73888888888889,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,,
64.0,54.0,2023-03-02,26-343,IND,SAS,1,30.816666666666663,5.0,12.0,.417,1.0,4.0,.250,3,4.0,.750,0.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,14.0,9.5,-8,8.0,4.0,0.5,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,5.0,52.0,2.888888888888889,8.3,62.1,3.45,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-4),L (-4)
65.0,55.0,2023-03-05,26-346,IND,CHI,1,27.6,8.0,13.0,.615,0.0,4.0,.000,0,1.0,.000,0.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,16.0,12.6,-6,9.0,8.0,0.8888888888888888,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,84.0,4.666666666666667,12.599999999999998,96.5,5.361111111111111,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+13),W (+13)
66.0,56.0,2023-03-06,26-347,IND,PHI,1,17.183333333333334,4.0,9.0,.444,0.0,3.0,.000,2,4.0,.500,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,10.0,0.8,0,6.0,4.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,-4.0,98.0,5.444444444444445,-1.7763568394002505e-15,109.0,6.055555555555555,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+2),W (+2)
67.0,57.0,2023-03-09,26-350,IND,HOU,1,26.58333333333333,8.0,15.0,.533,0.0,2.0,.000,5,5.0,1.000,0.0,5.0,5.0,1.0,1.0,7.0,1.0,6.0,21.0,18.4,+7,13.0,8.0,0.6153846153846154,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,14.0,107.0,5.944444444444445,16.4,108.89999999999998,6.049999999999999,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-11),L (-11)
68.0,,2023-03-11,26-352,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,89.0,4.944444444444445,0.0,98.1,5.449999999999999,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+3),W (+3)
69.0,,2023-03-13,26-354,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,57.0,3.1666666666666665,0.0,57.4,3.1888888888888887,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-4),L (-4)
70.0,58.0,2023-03-16,26-357,IND,MIL,1,25.166666666666668,4.0,11.0,.364,2.0,7.0,.286,1,2.0,.500,2.0,6.0,8.0,3.0,0.0,0.0,1.0,4.0,11.0,7.2,-8,4.0,2.0,0.5,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,8.0,90.0,5.0,6.799999999999999,92.1,5.116666666666666,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+9),W (+9)
71.0,59.0,2023-03-18,26-359,IND,PHI,1,29.633333333333333,7.0,12.0,.583,0.0,2.0,.000,6,6.0,1.000,1.0,4.0,5.0,2.0,0.0,1.0,1.0,5.0,20.0,15.4,-11,10.0,7.0,0.7,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,67.0,3.7222222222222223,12.999999999999998,78.8,4.377777777777777,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+6),W (+6)
72.0,60.0,2023-03-20,26-361,IND,CHO,1,28.116666666666667,5.0,9.0,.556,0.0,2.0,.000,10,11.0,.909,1.0,6.0,7.0,5.0,0.0,0.0,3.0,2.0,20.0,17.5,-21,7.0,5.0,0.7142857142857143,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,9.0,58.0,3.2222222222222223,13.499999999999996,53.79999999999999,2.9888888888888885,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-20),L (-20)
73.0,61.0,2023-03-22,26-363,IND,TOR,1,28.95,6.0,9.0,.667,0.0,0.0,,4,6.0,.667,2.0,5.0,7.0,3.0,0.0,1.0,2.0,6.0,16.0,12.6,+1,9.0,6.0,0.6666666666666666,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,10.0,93.0,5.166666666666667,10.999999999999996,95.5,5.305555555555555,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+16),W (+16)
74.0,62.0,2023-03-24,27-000,IND,BOS,1,24.316666666666663,9.0,13.0,.692,1.0,4.0,.250,1,3.0,.333,0.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,20.0,14.4,-18,9.0,8.0,0.8888888888888888,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,10.0,59.0,3.2777777777777777,14.0,50.0,2.7777777777777777,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-20),L (-20)
75.0,,2023-03-25,27-001,IND,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,81.0,4.5,0.0,92.0,5.111111111111111,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,L (-6),L (-6)
76.0,,2023-03-27,27-003,IND,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,56,56,60,62,35,6,15,43,51,10,5,50,61,19,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,65.0,75.0,31.0,7.0,56.0,0.7671232876712328,0.7466666666666667,0.7692307692307693,0.775,0.7608695652173914,0.8571428571428571,0.0,0.3947368421052631,0.6825396825396826,0.75,0.5555555555555556,0.8333333333333334,0.7692307692307693,0.8133333333333334,0.6129032258064516,0.7142857142857143,0.8571428571428571,6,15,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.2419354838709677,0.0,18,,60.0,3.333333333333333,0.0,69.60000000000001,3.866666666666667,20.0,5.4,2.1,1.4,0.7,0.1167278447823807,0.651,0.34,0.377,1.9,3.4,W (+4),W (+4)
