Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,26,2023-02-28,32-173,SAC,@,OKC,W (+6),0,13:51,1.0,4.0,.250,1.0,3.0,.333,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,-0.9,-11,1.0,0.0,0.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,-3.0,88.0,4.888888888888889,-1.2999999999999994,93.5,5.194444444444445
64,62,,2023-03-03,32-176,SAC,,LAC,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,80.0,4.444444444444445,0.0,95.0,5.277777777777778
65,63,,2023-03-04,32-177,SAC,,MIN,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,74.0,4.111111111111111,0.0,101.5,5.638888888888889
66,64,27,2023-03-06,32-179,SAC,,NOP,W (+15),0,15:48,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.2,-3,1.0,0.0,0.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,98.0,5.444444444444445,-1.1999999999999995,115.0,6.388888888888889
67,65,,2023-03-09,32-182,SAC,,NYK,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,77.0,4.277777777777778,0.0,94.29999999999998,5.238888888888888
68,66,,2023-03-11,32-184,SAC,@,PHO,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,50.0,2.7777777777777777,0.0,78.3,4.35
69,67,,2023-03-13,32-186,SAC,,MIL,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,96.0,5.333333333333333,0.0,103.80000000000004,5.766666666666669
70,68,,2023-03-15,32-188,SAC,@,CHI,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,78.39999999999998,4.355555555555554
71,69,,2023-03-16,32-189,SAC,@,BRK,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,55.0,3.055555555555556,0.0,62.400000000000006,3.466666666666667
72,70,28,2023-03-18,32-191,SAC,@,WAS,W (+14),0,4:13,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-8,1.0,0.0,0.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,104.0,5.777777777777778,2.0,112.9,6.272222222222222
73,71,29,2023-03-20,32-193,SAC,@,UTA,L (-8),0,3:00,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,-1.0,76.0,4.222222222222222,-0.7,91.6,5.088888888888889
74,72,30,2023-03-21,32-194,SAC,,BOS,L (-23),0,2:50,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.1,+1,1.0,1.0,1.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,3.0,60.0,3.333333333333333,3.1,72.29999999999998,4.016666666666666
75,73,,2023-03-24,32-197,SAC,,PHO,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,86.0,4.777777777777778,0.0,111.6,6.199999999999999
76,74,31,2023-03-25,32-198,SAC,,UTA,W (+8),0,19:09,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,5.0,4.1,+3,2.0,1.0,0.5,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,5.0,74.0,4.111111111111111,4.099999999999999,94.70000000000002,5.261111111111112
77,75,,2023-03-27,32-200,SAC,,MIN,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,57.0,3.1666666666666665,0.0,75.10000000000002,4.172222222222223
78,76,32,2023-03-29,32-202,SAC,@,POR,W (+40),0,5:59,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+5,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,94.0,5.222222222222222,0.7,102.3,5.683333333333334
79,77,,2023-03-31,32-204,SAC,@,POR,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,116.0,6.444444444444445,0.0,122.2,6.788888888888889
80,78,,2023-04-02,32-206,SAC,,SAS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,65.0,3.611111111111111,0.0,96.5,5.361111111111111
81,79,,2023-04-04,32-208,SAC,@,NOP,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,96.0,5.333333333333333,0.0,106.29999999999998,5.905555555555555
82,80,,2023-04-05,32-209,SAC,@,DAL,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,91.59999999999998,5.088888888888888
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,32-211,SAC,,GSW,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,42.0,2.333333333333333,0.0,57.80000000000001,3.2111111111111117
85,82,,2023-04-09,32-213,SAC,@,DEN,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,58.0,3.2222222222222223,0.0,69.7,3.8722222222222222
