Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
59,58,37,2023-02-13,25-293,ORL,@,CHI,W (+9),0,18:02,2.0,5.0,.400,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,7.0,7.2,-2,1.0,1.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,6.0,70.0,3.888888888888889,6.399999999999999,64.3,3.572222222222222
60,59,38,2023-02-14,25-294,ORL,@,TOR,L (-10),0,16:11,0.0,5.0,.000,0.0,2.0,.000,2,2.0,1.000,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,-0.5,+1,3.0,0.0,0.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,-2.0,67.0,3.7222222222222223,-1.3000000000000007,78.59999999999998,4.366666666666665
61,60,39,2023-02-23,25-303,ORL,,DET,W (+2),0,16:14,3.0,4.0,.750,0.0,1.0,.000,3,4.0,.750,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,6.9,-1,3.0,3.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,3.0,76.0,4.222222222222222,5.699999999999999,78.09999999999998,4.338888888888888
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,40,2023-02-25,25-305,ORL,,IND,L (-13),0,20:38,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,8.0,5.8,-7,6.0,4.0,0.6666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,6.0,45.0,2.5,5.8,53.9,2.9944444444444445
64,62,41,2023-02-27,25-307,ORL,@,NOP,W (+8),0,22:36,4.0,9.0,.444,2.0,4.0,.500,4,6.0,.667,1.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,14.0,7.4,-1,5.0,2.0,0.4,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,62.0,3.4444444444444446,5.799999999999999,65.2,3.6222222222222222
65,63,42,2023-03-01,25-309,ORL,@,MIL,L (-22),0,11:54,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,-0.3,+3,1.0,1.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,64.0,3.555555555555556,-0.2999999999999998,76.00000000000001,4.222222222222223
66,64,43,2023-03-03,25-311,ORL,@,CHO,W (+11),0,16:05,6.0,11.0,.545,1.0,4.0,.250,0,0.0,,2.0,4.0,6.0,0.0,2.0,1.0,1.0,4.0,13.0,10.4,-3,7.0,5.0,0.7142857142857143,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,10.0,71.0,3.9444444444444446,10.4,77.9,4.327777777777778
67,65,44,2023-03-05,25-313,ORL,,POR,L (-3),1,33:25,5.0,11.0,.455,1.0,6.0,.167,4,7.0,.571,1.0,6.0,7.0,1.0,1.0,0.0,0.0,3.0,15.0,11.1,-1,5.0,4.0,0.8,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,6.0,84.0,4.666666666666667,9.5,90.29999999999998,5.016666666666666
68,66,45,2023-03-07,25-315,ORL,,MIL,L (-11),1,20:40,6.0,7.0,.857,2.0,3.0,.667,4,4.0,1.000,2.0,6.0,8.0,3.0,2.0,0.0,3.0,3.0,18.0,18.6,-12,4.0,4.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,17.0,35.0,1.9444444444444444,16.999999999999996,55.900000000000006,3.105555555555556
69,67,46,2023-03-09,25-317,ORL,,UTA,L (-7),1,22:42,4.0,8.0,.500,0.0,1.0,.000,3,4.0,.750,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,11.0,10.1,-3,7.0,4.0,0.5714285714285714,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,7.0,63.0,3.5,8.9,76.4,4.2444444444444445
70,68,47,2023-03-11,25-319,ORL,,MIA,W (+12),0,11:26,3.0,8.0,.375,1.0,4.0,.250,1,1.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,5.1,+2,4.0,2.0,0.5,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,4.0,112.0,6.222222222222222,4.6999999999999975,100.2,5.566666666666666
71,69,48,2023-03-14,25-322,ORL,@,SAS,L (-18),0,19:05,3.0,4.0,.750,1.0,1.0,1.000,5,7.0,.714,3.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,12.0,14.6,-4,3.0,2.0,0.6666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,10.0,66.0,3.6666666666666665,12.599999999999998,73.2,4.066666666666666
72,70,49,2023-03-16,25-324,ORL,@,PHO,L (-3),0,6:47,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.7,-1,2.0,1.0,0.5,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,1.0,77.0,4.277777777777778,1.6999999999999995,77.39999999999998,4.299999999999999
73,71,,2023-03-18,25-326,ORL,@,LAC,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,81.0,4.5,0.0,90.00000000000001,5.000000000000001
74,72,,2023-03-19,25-327,ORL,@,LAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,64.0,3.555555555555556,0.0,64.10000000000001,3.561111111111112
75,73,50,2023-03-21,25-329,ORL,,WAS,W (+10),0,13:40,5.0,10.0,.500,1.0,2.0,.500,4,4.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,15.0,9.9,+6,8.0,4.0,0.5,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,3.0,112.0,6.222222222222222,8.3,89.8,4.988888888888889
76,74,51,2023-03-23,25-331,ORL,,NYK,W (+5),0,17:16,2.0,6.0,.333,0.0,3.0,.000,7,8.0,.875,2.0,5.0,7.0,3.0,0.0,0.0,3.0,0.0,11.0,9.2,+16,3.0,2.0,0.6666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,4.0,77.0,4.277777777777778,6.400000000000002,71.99999999999999,3.999999999999999
77,75,52,2023-03-26,25-334,ORL,,BRK,W (+13),0,16:35,4.0,5.0,.800,0.0,1.0,.000,4,5.0,.800,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,12.0,10.8,+15,4.0,4.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,7.0,109.0,6.055555555555555,9.2,101.5,5.638888888888889
78,76,53,2023-03-28,25-336,ORL,@,MEM,L (-5),0,5:31,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,-1.1,-15,0.0,0.0,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,59.0,3.2777777777777777,-1.1,64.1,3.561111111111111
79,77,54,2023-03-31,25-339,ORL,@,WAS,W (+7),0,6:34,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.6,,2.0,2.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,4.0,87.0,4.833333333333333,3.6,96.1,5.338888888888889
80,78,55,2023-04-02,25-341,ORL,,DET,W (+26),0,17:37,4.0,4.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,11.0,9.8,+15,3.0,3.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,6.0,82.0,4.555555555555555,8.999999999999998,92.39999999999998,5.133333333333332
81,79,56,2023-04-04,25-343,ORL,,CLE,L (-4),0,10:24,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.7,+4,0.0,0.0,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,3.0,83.0,4.611111111111111,-0.7000000000000002,80.30000000000001,4.461111111111112
82,80,57,2023-04-06,25-345,ORL,,CLE,L (-24),1,20:53,3.0,11.0,.273,2.0,5.0,.400,1,2.0,.500,1.0,3.0,4.0,2.0,0.0,1.0,3.0,3.0,9.0,1.6,-12,6.0,1.0,0.1666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,0.0,50.0,2.7777777777777777,1.1999999999999993,52.8,2.933333333333333
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,25-346,ORL,@,BRK,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,44.0,2.4444444444444446,0.0,35.2,1.9555555555555557
85,82,,2023-04-09,25-348,ORL,@,MIA,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,60.0,3.333333333333333,0.0,75.7,4.205555555555556
