Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,33,2023-02-15,21-177,CHO,,SAS,W (+10),1,38:51,10.0,26.0,.385,5.0,15.0,.333,3,3.0,1.000,3.0,9.0,12.0,10.0,1.0,0.0,4.0,3.0,28.0,21.4,0,11.0,5.0,0.4545454545454545,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,18.0,69.0,4.0588235294117645,20.200000000000006,78.5,4.617647058823529
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,0.0,0.0,0.0,0.0,0.0
63,61,34,2023-02-24,21-186,CHO,@,MIN,W (+8),1,39:36,11.0,21.0,.524,5.0,9.0,.556,5,5.0,1.000,2.0,8.0,10.0,8.0,2.0,0.0,3.0,1.0,32.0,29.7,+10,12.0,6.0,0.5,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,23.0,65.0,3.823529411764706,27.7,74.3,4.370588235294117
64,62,35,2023-02-25,21-187,CHO,,MIA,W (+5),1,39:53,6.0,22.0,.273,5.0,16.0,.313,2,5.0,.400,1.0,6.0,7.0,13.0,0.0,0.0,7.0,1.0,19.0,9.0,+5,6.0,1.0,0.1666666666666666,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,5.0,61.0,3.588235294117647,8.200000000000001,72.8,4.2823529411764705
65,63,36,2023-02-27,21-189,CHO,,DET,W (+11),1,20:59,6.0,9.0,.667,6.0,7.0,.857,0,1.0,.000,0.0,6.0,6.0,5.0,0.0,0.0,5.0,3.0,18.0,12.8,+14,2.0,0.0,0.0,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,14.0,67.0,3.941176470588236,12.8,81.1,4.770588235294118
66,64,,2023-03-01,21-191,CHO,,PHO,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,48.0,2.823529411764706,0.0,65.00000000000001,3.8235294117647065
67,65,,2023-03-03,21-193,CHO,,ORL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,61.0,3.588235294117647,0.0,80.00000000000001,4.7058823529411775
68,66,,2023-03-05,21-195,CHO,@,BRK,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,44.0,2.588235294117647,0.0,53.1,3.123529411764706
69,67,,2023-03-07,21-197,CHO,@,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,78.0,4.588235294117647,0.0,93.3,5.488235294117647
70,68,,2023-03-09,21-199,CHO,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,80.0,4.705882352941177,0.0,102.1,6.0058823529411764
71,69,,2023-03-11,21-201,CHO,,UTA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,77.0,4.529411764705882,0.0,94.09999999999998,5.535294117647058
72,70,,2023-03-12,21-202,CHO,,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,70.0,4.117647058823529,0.0,81.0,4.764705882352941
73,71,,2023-03-14,21-204,CHO,,CLE,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,76.0,4.470588235294118,0.0,84.89999999999999,4.994117647058823
74,72,,2023-03-17,21-207,CHO,,PHI,L (-39),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,36.0,2.117647058823529,0.0,53.6,3.152941176470588
75,73,,2023-03-20,21-210,CHO,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,70.0,4.117647058823529,0.0,94.4,5.552941176470589
76,74,,2023-03-23,21-213,CHO,@,NOP,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,54.0,3.176470588235294,0.0,63.49999999999999,3.7352941176470584
77,75,,2023-03-24,21-214,CHO,@,DAL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,84.0,4.941176470588236,0.0,103.1,6.064705882352941
78,76,,2023-03-26,21-216,CHO,,DAL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,77.0,4.529411764705882,0.0,82.5,4.852941176470588
79,77,,2023-03-28,21-218,CHO,@,OKC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,94.0,5.529411764705882,0.0,108.7,6.394117647058824
80,78,,2023-03-31,21-221,CHO,,CHI,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,53.0,3.117647058823529,0.0,54.4,3.1999999999999997
81,79,,2023-04-02,21-223,CHO,,TOR,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,54.0,3.176470588235294,0.0,68.70000000000002,4.041176470588236
82,80,,2023-04-04,21-225,CHO,,TOR,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,62.0,3.647058823529412,0.0,64.69999999999999,3.805882352941176
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,21-228,CHO,,HOU,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,64.0,3.764705882352941,0.0,82.1,4.829411764705882
85,82,,2023-04-09,21-230,CHO,@,CLE,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,6,23,24,29,7,32,11,14,26,29,22,33,33,13,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.2608695652173913,0.8571428571428571,0.4259259259259259,0.48,0.3625,0.2058823529411764,0.463768115942029,0.2391304347826087,0.2916666666666667,0.0,0.6046511627906976,0.3670886075949367,0.3384615384615385,0.4520547945205479,0.5238095238095238,0.2954545454545454,0.0,17,2,67.0,32.0,0.0,0.0625,17,,62.0,3.647058823529412,0.0,80.1,4.711764705882352
