Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,,2023-01-25,34-167,BRK,@,PHI,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,94.0,4.086956521739131,0.0,118.4,5.147826086956522
49,48,28,2023-01-26,34-168,BRK,,DET,L (-8),0,19:15,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,1.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,6.0,3.5,+1,1.0,1.0,1.0,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,2.0,72.0,3.130434782608696,3.1,93.89999999999998,4.082608695652173
50,49,29,2023-01-28,34-170,BRK,,NYK,W (+7),0,10:41,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,+7,2.0,2.0,1.0,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,3.0,131.0,5.695652173913044,5.000000000000001,152.5,6.630434782608695
51,50,30,2023-01-30,34-172,BRK,,LAL,W (+17),0,26:12,7.0,12.0,.583,4.0,7.0,.571,3,3.0,1.000,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,21.0,18.7,+26,5.0,3.0,0.6,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,11.0,129.0,5.608695652173913,17.5,146.10000000000002,6.35217391304348
52,51,31,2023-02-01,34-174,BRK,@,BOS,L (-43),0,17:54,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.6,-12,3.0,2.0,0.6666666666666666,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,1.0,88.0,3.8260869565217392,2.6,131.1,5.7
53,52,32,2023-02-04,34-177,BRK,,WAS,W (+2),0,30:12,5.0,14.0,.357,2.0,5.0,.400,1,1.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,13.0,4.7,+12,9.0,3.0,0.3333333333333333,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,0.0,104.0,4.521739130434782,4.300000000000001,132.89999999999998,5.778260869565217
54,53,33,2023-02-06,34-179,BRK,,LAC,L (-8),0,11:31,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-4.2,-16,2.0,0.0,0.0,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,-5.0,110.0,4.782608695652174,-4.199999999999999,130.8,5.686956521739131
55,54,34,2023-02-07,34-180,BRK,,PHO,L (-4),0,17:14,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,-1.5,-5,2.0,0.0,0.0,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,-1.0,82.0,3.565217391304348,-1.5000000000000004,113.3,4.926086956521739
56,55,35,2023-02-09,34-182,BRK,,CHI,W (+11),0,13:43,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,8.0,3.5,-23,4.0,1.0,0.25,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,2.0,85.0,3.695652173913044,3.5,106.1,4.613043478260869
57,56,36,2023-02-11,34-184,BRK,,PHI,L (-3),0,7:14,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.6,0,0.0,0.0,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,-1.0,53.0,2.3043478260869565,-2.6,67.8,2.9478260869565216
58,57,,2023-02-13,34-186,BRK,@,NYK,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,61.0,2.652173913043478,0.0,79.29999999999998,3.447826086956521
59,58,,2023-02-15,34-188,BRK,,MIA,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,67.0,2.9130434782608696,0.0,70.99999999999999,3.08695652173913
60,59,,2023-02-24,34-197,BRK,@,CHI,L (-44),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,61.0,2.652173913043478,0.0,81.69999999999999,3.552173913043478
61,60,,2023-02-26,34-199,BRK,@,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,78.0,3.391304347826087,0.0,96.7,4.2043478260869565
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-28,34-201,BRK,,MIL,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,46.0,2.0,0.0,41.00000000000001,1.7826086956521743
64,62,37,2023-03-01,34-202,BRK,@,NYK,L (-24),0,5:33,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+1,0.0,0.0,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,0.0,92.0,4.0,0.0,108.4,4.71304347826087
65,63,,2023-03-03,34-204,BRK,@,BOS,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,67.0,2.9130434782608696,0.0,78.30000000000001,3.404347826086957
66,64,,2023-03-05,34-206,BRK,,CHO,W (+16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,64.0,2.782608695652174,0.0,79.89999999999999,3.4739130434782606
67,65,,2023-03-07,34-208,BRK,@,HOU,W (+22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,104.0,4.521739130434782,0.0,125.8,5.469565217391304
68,66,38,2023-03-09,34-210,BRK,@,MIL,L (-5),0,30:52,8.0,16.0,.500,5.0,9.0,.556,2,2.0,1.000,1.0,6.0,7.0,4.0,1.0,1.0,4.0,0.0,23.0,18.0,+15,7.0,3.0,0.4285714285714285,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,14.0,94.0,4.086956521739131,17.200000000000003,117.2,5.095652173913043
69,67,,2023-03-10,34-211,BRK,@,MIN,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,59.0,2.565217391304348,0.0,76.8,3.3391304347826085
70,68,,2023-03-12,34-213,BRK,@,DEN,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,41.0,1.7826086956521738,0.0,48.99999999999999,2.1304347826086953
71,69,,2023-03-14,34-215,BRK,@,OKC,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,49.0,2.130434782608696,0.0,73.10000000000001,3.178260869565218
72,70,,2023-03-16,34-217,BRK,,SAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,24,31,18,30,31,34,13,24,20,20,35,1,35,21,9,32,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,76.0,1,76.0,61.0,42.0,58.0,1.0,0.5714285714285714,0.543859649122807,0.782608695652174,0.625,0.5849056603773585,0.4594594594594595,0.3611111111111111,0.5106382978723404,0.3333333333333333,0.5714285714285714,0.4605263157894737,1.0,0.4605263157894737,0.3442622950819672,0.2142857142857142,0.5517241379310345,3,4,1,4,5,4,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.0454545454545454,0.050632911392405,0.0588235294117647,0.0,0.0,0.0952380952380952,0.3333333333333333,0.0481927710843373,0.0,23,,84.0,3.652173913043478,0.0,96.79999999999998,4.208695652173913
