Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,,2023-02-05,24-310,NYK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,67.0,3.941176470588236,0.0,71.19999999999999,4.188235294117646,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+2),W (+2)
56.0,,2023-02-07,24-312,NYK,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,70.0,4.117647058823529,0.0,73.1,4.3,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-6),L (-6)
57.0,,2023-02-10,24-315,NYK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,81.0,4.764705882352941,0.0,90.3,5.311764705882353,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+11),W (+11)
58.0,,2023-02-11,24-316,NYK,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,87.0,5.117647058823529,0.0,98.2,5.776470588235294,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+4),W (+4)
59.0,,2023-02-13,24-318,NYK,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,71.0,4.176470588235294,0.0,78.39999999999999,4.6117647058823525,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-11),L (-11)
60.0,,2023-02-15,24-320,NYK,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,66.0,3.882352941176471,0.0,75.60000000000001,4.447058823529412,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+6),W (+6)
61.0,39.0,2023-02-24,24-329,NYK,WAS,1,27.9,5.0,6.0,.833,0.0,0.0,,0,0.0,,4.0,8.0,12.0,0.0,1.0,1.0,0.0,4.0,10.0,13.1,+13,6.0,5.0,0.8333333333333334,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,18.0,58.0,3.411764705882353,13.1,82.8,4.870588235294117,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+18),W (+18)
62.0,40.0,2023-02-25,24-330,NYK,NOP,1,28.05,5.0,5.0,1.000,0.0,0.0,,1,2.0,.500,3.0,10.0,13.0,0.0,0.0,1.0,2.0,4.0,11.0,11.3,+19,5.0,5.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,16.0,71.0,4.176470588235294,10.9,81.49999999999999,4.794117647058823,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+21),W (+21)
63.0,41.0,2023-02-27,24-332,NYK,BOS,1,31.683333333333334,5.0,5.0,1.000,0.0,0.0,,0,4.0,.000,2.0,11.0,13.0,0.0,2.0,2.0,1.0,1.0,10.0,13.6,+7,5.0,5.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,17.0,39.0,2.294117647058824,13.599999999999998,57.4,3.376470588235294,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,,
64.0,42.0,2023-03-01,24-334,NYK,BRK,1,25.616666666666667,6.0,6.0,1.000,0.0,0.0,,1,3.0,.333,3.0,7.0,10.0,1.0,1.0,1.0,0.0,2.0,13.0,16.2,+12,6.0,6.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,17.0,78.0,4.588235294117647,15.8,93.29999999999998,5.488235294117646,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+6),W (+6)
65.0,43.0,2023-03-03,24-336,NYK,MIA,1,32.61666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,2.0,1.0,1.0,4.0,2.0,4.1,-23,1.0,1.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,8.0,73.0,4.294117647058823,4.1,93.20000000000002,5.482352941176472,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+22),W (+22)
66.0,44.0,2023-03-05,24-338,NYK,BOS,1,43.95,5.0,8.0,.625,0.0,0.0,,3,6.0,.500,7.0,7.0,14.0,0.0,1.0,0.0,3.0,3.0,13.0,12.0,-1,8.0,5.0,0.625,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,11.0,64.0,3.764705882352941,10.799999999999995,75.9,4.464705882352941,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+15),W (+15)
67.0,45.0,2023-03-07,24-340,NYK,CHO,1,31.683333333333334,7.0,8.0,.875,0.0,0.0,,0,0.0,,3.0,5.0,8.0,0.0,1.0,1.0,2.0,3.0,14.0,13.3,-8,8.0,7.0,0.875,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,14.0,59.0,3.4705882352941178,13.3,64.2,3.776470588235296,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+24),W (+24)
68.0,46.0,2023-03-09,24-342,NYK,SAC,1,19.55,4.0,6.0,.667,0.0,0.0,,1,2.0,.500,6.0,2.0,8.0,1.0,0.0,0.0,0.0,4.0,9.0,9.9,-11,6.0,4.0,0.6666666666666666,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,10.0,50.0,2.9411764705882355,9.499999999999998,62.19999999999999,3.658823529411764,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+2),W (+2)
69.0,47.0,2023-03-11,24-344,NYK,LAC,1,28.016666666666666,2.0,8.0,.250,0.0,0.0,,2,2.0,1.000,8.0,6.0,14.0,1.0,1.0,2.0,1.0,0.0,6.0,10.7,-10,8.0,2.0,0.25,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,13.0,45.0,2.647058823529412,9.899999999999997,52.7,3.1,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+2),W (+2)
70.0,48.0,2023-03-12,24-345,NYK,LAL,1,24.266666666666666,2.0,4.0,.500,0.0,0.0,,0,0.0,,4.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,-15,4.0,2.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,6.0,75.0,4.411764705882353,4.999999999999998,88.1,5.18235294117647,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-7),L (-7)
71.0,49.0,2023-03-14,24-347,NYK,POR,1,21.45,1.0,2.0,.500,0.0,0.0,,0,2.0,.000,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,3.9,-4,2.0,1.0,0.5,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,4.0,92.0,5.411764705882353,3.9,97.1,5.711764705882352,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-5),L (-5)
72.0,50.0,2023-03-18,24-351,NYK,DEN,1,26.45,3.0,4.0,.750,0.0,0.0,,2,2.0,1.000,7.0,2.0,9.0,3.0,1.0,1.0,1.0,2.0,8.0,13.9,+11,4.0,3.0,0.75,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,15.0,54.0,3.176470588235294,13.099999999999994,73.19999999999999,4.305882352941175,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-11),L (-11)
73.0,51.0,2023-03-20,24-353,NYK,MIN,1,27.85,0.0,1.0,.000,0.0,0.0,,0,0.0,,3.0,6.0,9.0,0.0,2.0,2.0,2.0,1.0,0.0,4.2,0,1.0,0.0,0.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,10.0,63.0,3.7058823529411766,4.199999999999998,93.4,5.494117647058824,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+4),W (+4)
74.0,52.0,2023-03-22,24-355,NYK,MIA,1,24.85,4.0,4.0,1.000,0.0,0.0,,2,4.0,.500,4.0,4.0,8.0,1.0,0.0,3.0,0.0,5.0,10.0,12.8,+2,4.0,4.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,14.0,61.0,3.588235294117647,11.999999999999998,70.30000000000001,4.135294117647059,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+16),W (+16)
75.0,53.0,2023-03-23,24-356,NYK,ORL,1,30.633333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,6.0,6.0,12.0,0.0,1.0,3.0,2.0,0.0,2.0,8.8,-3,1.0,1.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,15.0,61.0,3.588235294117647,8.799999999999999,78.9,4.641176470588236,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+6),W (+6)
76.0,54.0,2023-03-27,24-360,NYK,HOU,1,19.7,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,1.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,5.4,+1,1.0,1.0,1.0,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,9.0,99.0,5.823529411764706,4.999999999999999,120.2,7.070588235294117,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-6),L (-6)
77.0,55.0,2023-03-29,24-362,NYK,MIA,1,19.05,1.0,3.0,.333,0.0,0.0,,0,0.0,,3.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,2.0,3.3,-3,3.0,1.0,0.3333333333333333,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,6.0,58.0,3.411764705882353,3.3000000000000007,70.1,4.123529411764705,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-7),L (-7)
78.0,56.0,2023-03-31,24-364,NYK,CLE,1,22.25,4.0,5.0,.800,0.0,0.0,,2,3.0,.667,9.0,5.0,14.0,1.0,2.0,2.0,1.0,1.0,10.0,18.2,-1,5.0,4.0,0.8,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,20.0,77.0,4.529411764705882,17.4,84.99999999999999,4.999999999999999,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,L (-5),L (-5)
79.0,57.0,2023-04-02,25-001,NYK,WAS,1,25.916666666666668,3.0,4.0,.750,0.0,0.0,,2,2.0,1.000,4.0,7.0,11.0,4.0,2.0,1.0,0.0,2.0,8.0,16.0,+16,4.0,3.0,0.75,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,20.0,87.0,5.117647058823529,15.2,96.3,5.664705882352941,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+22),W (+22)
80.0,58.0,2023-04-05,25-004,NYK,IND,1,30.45,6.0,13.0,.462,0.0,0.0,,2,7.0,.286,7.0,9.0,16.0,1.0,2.0,7.0,2.0,5.0,14.0,16.5,+27,13.0,6.0,0.4615384615384615,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,18.0,76.0,4.470588235294118,15.699999999999992,93.8,5.517647058823529,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+9),W (+9)
81.0,,2023-04-07,25-006,NYK,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,,78.0,4.588235294117647,0.0,79.30000000000001,4.6647058823529415,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+14),W (+14)
82.0,59.0,2023-04-09,25-008,NYK,IND,1,27.183333333333334,4.0,10.0,.400,0.0,0.0,,1,4.0,.250,14.0,6.0,20.0,2.0,1.0,7.0,3.0,2.0,9.0,17.5,+18,10.0,4.0,0.4,12,19,17,59,59,47,29,55,47,44,52,51,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,67.0,71.0,73.0,20.0,32.0,3.0,0.3,,0.7037037037037037,0.6296296296296297,,0.7283950617283951,0.7195121951219512,0.6911764705882353,0.5576923076923077,0.7142857142857143,0.734375,0.6567164179104478,0.7323943661971831,0.6986301369863014,0.35,0.28125,1.0,14,20,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2631578947368421,17,22.0,53.0,3.117647058823529,17.099999999999994,76.2,4.482352941176471,18.9,6.5,2.4,1.0,1.4,0.0457220937565692,0.652,0.0,0.436,1.7,4.0,W (+9),W (+9)
